Product ID,Type,Air Temp [K],Process Temp [K],Rotational Speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
M15329,M,297.3,308.8,1586,32.7,131,0,No Failure
H29884,H,297.3,308.8,1499,44.2,134,0,No Failure
H29885,H,297.3,308.8,1419,42.4,139,0,No Failure
M15332,M,297.4,309,1497,41.8,144,0,No Failure
M15333,M,297.4,309,1520,37,147,0,No Failure
L47654,L,297.4,309.1,1478,49.8,150,0,No Failure
L47655,L,297.4,309.1,1380,41.1,152,0,No Failure
L47656,L,297.4,309,1570,37.9,154,0,No Failure
H29891,H,297.4,309,1468,41.4,156,0,No Failure
L47658,L,297.4,309,1833,22.6,161,0,No Failure
M15339,M,297.4,308.9,1323,57.3,163,0,No Failure
L47660,L,297.4,309,1583,32,166,0,No Failure
M15341,M,297.3,309,1556,39.5,168,0,No Failure
L47662,L,297.3,309,1548,37.4,171,0,No Failure
L47663,L,297.4,309,1324,56.9,173,0,No Failure
L47664,L,297.4,309,1568,33.7,175,0,No Failure
M15345,M,297.4,309,1685,30.7,177,0,No Failure
M15346,M,297.4,309.1,1582,35.9,180,0,No Failure
M15347,M,297.4,309.1,1463,35,183,0,No Failure
L47668,L,297.4,309.2,1584,42.8,186,0,No Failure
M15349,M,297.5,309.2,1347,55.8,188,0,No Failure
L47670,L,297.4,309.2,1459,37.9,191,0,No Failure
L47671,L,297.4,309.2,1420,45.6,193,0,No Failure
L47672,L,297.5,309.3,1404,43.5,195,0,No Failure
L47673,L,297.5,309.3,1470,38.8,197,0,No Failure
L47674,L,297.6,309.4,1326,49.8,199,0,No Failure
H29909,H,297.5,309.3,1459,49.7,201,0,No Failure
M15356,M,297.5,309.2,1530,40,206,0,No Failure
L47677,L,297.4,309,1505,39.2,209,0,No Failure
L47678,L,297.5,309.1,1611,30.2,211,0,No Failure
L47679,L,297.5,309.1,1515,35.1,213,0,No Failure
M15360,M,297.5,309.2,1804,27.4,215,0,No Failure
M15361,M,297.6,309.3,1464,46.2,218,0,No Failure
L47682,L,297.6,309.2,1390,43.3,221,0,No Failure
M15363,M,297.6,309.2,1442,48.1,0,0,No Failure
M15364,M,297.6,309.3,1529,41.9,3,0,No Failure
L47685,L,297.6,309.3,1610,35,6,0,No Failure
L47686,L,297.6,309.3,1543,34.3,8,0,No Failure
H29921,H,297.8,309.4,1445,48.2,10,0,No Failure
L47688,L,297.7,309.3,1893,24.6,15,0,No Failure
M15369,M,297.6,309.3,1415,41.3,17,0,No Failure
L47690,L,297.5,309.3,1564,37.5,20,0,No Failure
L47691,L,297.5,309.3,1479,39.4,22,0,No Failure
L47692,L,297.5,309.2,1426,44.8,24,0,No Failure
L47693,L,297.4,309.2,1428,38.8,26,0,No Failure
L47694,L,297.4,309.2,1620,33.2,28,0,No Failure
L47695,L,297.5,309.2,1715,28,30,0,No Failure
L47696,L,297.5,309.3,1732,29.9,32,0,No Failure
M15377,M,297.5,309.4,1391,58.2,34,0,No Failure
L47698,L,297.6,309.5,1924,20.6,37,0,No Failure
M15379,M,297.7,309.5,2027,19.8,39,0,No Failure
L47700,L,297.6,309.5,1617,36.2,42,0,No Failure
L47701,L,297.5,309.4,1497,35.8,44,0,No Failure
M15382,M,297.5,309.5,1448,43.7,46,0,No Failure
L47703,L,297.4,309.4,1401,45.9,49,0,No Failure
L47704,L,297.4,309.4,1620,35.4,51,0,No Failure
L47705,L,297.4,309.4,1466,45.5,53,0,No Failure
L47706,L,297.6,309.5,1373,50.6,55,0,No Failure
M15387,M,297.6,309.6,1592,35.8,57,0,No Failure
M15388,M,297.5,309.5,1553,42.4,60,0,No Failure
L47709,L,297.6,309.5,1569,36.2,63,0,No Failure
M15390,M,297.6,309.5,1709,32.2,65,0,No Failure
L47711,L,297.6,309.5,1549,34.9,68,0,No Failure
L47712,L,297.5,309.4,1443,45.4,70,0,No Failure
L47713,L,297.5,309.3,1675,29.8,72,0,No Failure
L47714,L,297.5,309.3,1623,33.4,74,0,No Failure
H29949,H,297.4,309.3,1365,52.4,76,0,No Failure
L47716,L,297.4,309.3,1759,24.8,81,0,No Failure
H29951,H,297.4,309.3,1516,43,83,0,No Failure
M15398,M,297.4,309.3,1499,36.8,88,0,No Failure
M15399,M,297.4,309.3,1775,25.8,91,0,No Failure
L47720,L,297.4,309.4,1473,45.5,94,0,No Failure
L47721,L,297.4,309.4,1296,52.3,96,0,No Failure
L47722,L,297.5,309.4,1803,24.7,98,0,No Failure
H29957,H,297.5,309.3,1563,36.1,100,0,No Failure
M15404,M,297.5,309.4,1831,26.6,105,0,No Failure
L47725,L,297.6,309.4,1958,22.1,108,0,No Failure
L47726,L,297.5,309.4,1809,24.3,110,0,No Failure
M15407,M,297.5,309.4,1482,39.3,112,0,No Failure
L47728,L,297.4,309.3,1332,53.2,115,0,No Failure
L47729,L,297.4,309.2,1437,40.4,117,0,No Failure
L47730,L,297.4,309.2,1698,29.4,119,0,No Failure
L47731,L,297.4,309.2,1274,54.3,121,0,No Failure
M15412,M,297.4,309.3,1622,35,123,0,No Failure
M15413,M,297.4,309.3,1564,36,126,0,No Failure
H29968,H,297.5,309.4,1368,45.3,129,0,No Failure
M15415,M,297.4,309.4,1539,42.2,134,0,No Failure
L47736,L,297.5,309.4,1357,50.1,137,0,No Failure
M15417,M,297.5,309.4,1433,48.3,139,0,No Failure
L47738,L,297.5,309.4,1650,34.6,142,0,No Failure
L47739,L,297.5,309.4,1503,40.6,144,0,No Failure
L47740,L,297.5,309.4,1318,58.2,146,0,No Failure
M15421,M,297.5,309.4,1678,34.4,148,0,No Failure
L47742,L,297.6,309.5,1574,30.9,151,0,No Failure
L47743,L,297.7,309.6,1529,35.2,153,0,No Failure
H29978,H,297.6,309.6,1669,32.1,155,0,No Failure
H29979,H,297.7,309.7,1570,35.8,160,0,No Failure
M15426,M,297.6,309.7,1541,33.7,165,0,No Failure
M15427,M,297.7,309.7,1680,30.2,168,0,No Failure
L47748,L,297.8,309.7,1935,22.1,171,0,No Failure
M15429,M,297.7,309.6,1596,35.2,173,0,No Failure
L47750,L,297.7,309.7,1498,41,176,0,No Failure
M15431,M,297.8,309.8,1676,29,178,0,No Failure
L47752,L,297.8,309.9,1351,49,181,0,No Failure
L47753,L,297.9,309.9,1472,45,183,0,No Failure
M15434,M,297.9,310,1439,41.7,185,0,No Failure
M15435,M,297.9,309.9,1410,55.4,188,0,No Failure
H29990,H,297.7,309.7,1440,51.1,191,0,No Failure
L47757,L,297.7,309.7,1591,37.7,196,0,No Failure
L47758,L,297.8,309.8,1533,36.8,198,0,No Failure
M15439,M,297.8,309.7,1700,31.3,200,0,No Failure
M15440,M,297.8,309.8,1798,25.5,203,0,No Failure
L47761,L,297.8,309.7,1394,42.9,206,0,No Failure
L47762,L,297.8,309.7,1341,49.2,208,0,No Failure
H29997,H,297.7,309.6,1697,32.2,210,0,No Failure
H29998,H,297.6,309.6,1419,48.2,215,0,No Failure
L47765,L,297.6,309.5,2001,20.5,220,0,No Failure
L47766,L,297.6,309.6,1501,49.8,222,1,Overstrain Failure
H30001,H,297.6,309.5,1623,33.1,224,0,No Failure
L47768,L,297.6,309.4,1628,33.4,229,0,No Failure
L47769,L,297.6,309.4,1491,40.2,231,0,No Failure
L47770,L,297.5,309.4,1517,36.7,233,0,No Failure
H30005,H,297.5,309.3,1525,41.7,235,0,No Failure
H30006,H,297.5,309.5,1668,27.9,240,0,No Failure
L47773,L,297.5,309.6,1312,50.7,0,0,No Failure
H30008,H,297.6,309.6,1278,50.4,2,0,No Failure
M15455,M,297.6,309.6,1330,53.1,7,0,No Failure
M15456,M,297.6,309.6,1530,37.3,10,0,No Failure
H30011,H,297.6,309.6,1428,46.6,13,0,No Failure
L47778,L,297.7,309.6,1480,47.9,18,0,No Failure
H30013,H,297.7,309.7,1616,31.1,20,0,No Failure
L47780,L,297.8,309.7,1547,37.3,25,0,No Failure
L47781,L,297.9,309.7,2194,16.8,27,0,No Failure
L47782,L,297.9,309.8,2000,21.3,29,0,No Failure
L47783,L,297.9,309.8,1336,71.6,31,1,Power Failure
L47784,L,297.9,309.9,1542,33.8,33,0,No Failure
M15465,M,297.9,309.8,1693,29.9,35,0,No Failure
L47786,L,297.9,309.8,1461,50.5,38,0,No Failure
M15467,M,298,309.9,1565,33.9,40,0,No Failure
L47788,L,298,309.9,1403,47.7,43,0,No Failure
L47789,L,298.1,309.9,1629,32.5,45,0,No Failure
L47790,L,298.1,310,1534,33.7,47,0,No Failure
L47791,L,298.1,310,1553,40.9,49,0,No Failure
L47792,L,298.1,309.9,1563,32.8,51,0,No Failure
L47793,L,298.1,309.9,1634,30,53,0,No Failure
M15474,M,298,309.9,1445,45.2,55,0,No Failure
L47795,L,298.1,309.9,1642,30.4,58,0,No Failure
H30030,H,298.1,309.9,1686,29.1,60,0,No Failure
M15477,M,298.1,310,1393,43.1,65,0,No Failure
H30032,H,298.2,310,1433,44.2,68,0,No Failure
L47799,L,298.3,310,1507,44.7,73,0,No Failure
M15480,M,298.3,310.1,1389,49.6,75,0,No Failure
L47801,L,298.3,310.1,1408,45.3,78,0,No Failure
M15482,M,298.4,310.2,1725,32,80,0,No Failure
L47803,L,298.4,310.1,1926,23.7,83,0,No Failure
H30038,H,298.3,310.1,1509,37.6,85,0,No Failure
L47805,L,298.3,310.1,1545,36.3,90,0,No Failure
L47806,L,298.4,310.1,1533,35.2,92,0,No Failure
L47807,L,298.4,310.1,1455,42.2,94,0,No Failure
M15488,M,298.4,310.1,1335,57.8,96,0,No Failure
L47809,L,298.3,310.1,1523,45.9,99,0,No Failure
L47810,L,298.3,310,1460,47.6,101,0,No Failure
L47811,L,298.4,310,1554,37.3,103,0,No Failure
H30046,H,298.3,310,1419,47.1,105,0,No Failure
L47813,L,298.3,310,1442,43.9,110,0,No Failure
L47814,L,298.3,309.9,1507,41.6,112,0,No Failure
L47815,L,298.3,310,1858,23.9,114,0,No Failure
L47816,L,298.3,309.9,1463,43.9,116,0,No Failure
L47817,L,298.2,309.7,1585,37.4,118,0,No Failure
L47818,L,298,309.6,1536,37.3,120,0,No Failure
L47819,L,298,309.6,1403,51.3,122,0,No Failure
M15500,M,297.9,309.6,1515,38.8,124,0,No Failure
L47821,L,297.9,309.5,1390,47.9,127,0,No Failure
M15502,M,297.8,309.4,1226,58.7,129,0,No Failure
M15503,M,297.8,309.4,1495,36.5,132,0,No Failure
H30058,H,297.7,309.4,1608,30.2,135,0,No Failure
L47825,L,297.7,309.4,1392,44.1,140,0,No Failure
M15506,M,297.7,309.4,1461,43.7,142,0,No Failure
L47827,L,297.7,309.3,1559,36.9,145,0,No Failure
H30062,H,297.7,309.3,1400,48.9,147,0,No Failure
M15509,M,297.7,309.2,1732,28.8,152,0,No Failure
L47830,L,297.6,309.2,1611,33.1,155,0,No Failure
L47831,L,297.6,309.1,1503,38.9,157,0,No Failure
L47832,L,297.7,309.2,1391,44.5,159,0,No Failure
L47833,L,297.8,309.3,2015,20.1,161,0,No Failure
L47834,L,297.8,309.2,1683,30.9,163,0,No Failure
L47835,L,297.7,309.1,1435,38.8,165,0,No Failure
M15516,M,297.7,309.1,1732,28.1,167,0,No Failure
L47837,L,297.7,309.2,1365,58.6,170,0,No Failure
L47838,L,297.7,309.1,1562,36.8,172,0,No Failure
L47839,L,297.6,309.1,1449,49.1,174,0,No Failure
M15520,M,297.7,309.2,1700,27.4,176,0,No Failure
M15521,M,297.6,309,1427,45.6,179,0,No Failure
M15522,M,297.6,308.9,1479,38.1,182,0,No Failure
L47843,L,297.5,308.9,1469,44,185,0,No Failure
L47844,L,297.5,308.9,1390,47.4,187,0,No Failure
L47845,L,297.5,308.9,1729,28.1,189,0,No Failure
L47846,L,297.5,309,1470,43.5,191,0,No Failure
L47847,L,297.5,308.9,1459,48.5,193,0,No Failure
L47848,L,297.5,308.9,1738,24,195,0,No Failure
H30083,H,297.5,308.9,1471,37.7,197,0,No Failure
L47850,L,297.6,309,1822,25.4,202,0,No Failure
L47851,L,297.5,308.9,1554,34.8,204,0,No Failure
M15532,M,297.6,308.9,1433,43.2,206,0,No Failure
L47853,L,297.6,308.9,1449,47.7,209,0,No Failure
L47854,L,297.8,309,1456,41.2,0,0,No Failure
M15535,M,297.8,309.1,1424,45.5,2,0,No Failure
H30090,H,297.9,309.2,1577,34.7,5,0,No Failure
L47857,L,297.9,309.2,1478,39.7,10,0,No Failure
M15538,M,297.8,309.2,1295,61.2,12,0,No Failure
L47859,L,297.8,309.2,1372,47.3,15,0,No Failure
M15540,M,297.8,309.1,1432,42.6,17,0,No Failure
M15541,M,297.7,309,1656,33.2,20,0,No Failure
H30096,H,297.8,309,1410,48.8,23,0,No Failure
L47863,L,297.7,309,1874,24.4,28,0,No Failure
L47864,L,297.7,309,1538,43.2,30,0,No Failure
M15545,M,297.7,309,1636,29.7,32,0,No Failure
M15546,M,297.7,309,1504,40.4,35,0,No Failure
M15547,M,297.7,309,1531,42.4,38,0,No Failure
H30102,H,297.6,309,1735,26.4,41,0,No Failure
H30103,H,297.6,309,1354,55.6,46,0,No Failure
H30104,H,297.6,309,1413,40.2,51,0,No Failure
L47871,L,297.7,309.1,1563,39.3,56,0,No Failure
L47872,L,297.7,309.1,1479,42.1,58,0,No Failure
L47873,L,297.7,309.1,1477,38.3,60,0,No Failure
L47874,L,297.6,309.1,1394,50,62,0,No Failure
L47875,L,297.6,309,1487,45.4,64,0,No Failure
M15556,M,297.6,309,1815,25.3,66,0,No Failure
M15557,M,297.6,308.8,1453,39.7,69,0,No Failure
L47878,L,297.6,308.8,1539,40.2,72,0,No Failure
H30113,H,297.5,308.7,1416,39.2,74,0,No Failure
M15560,M,297.6,308.8,1683,31.6,79,0,No Failure
L47881,L,297.7,308.8,1515,40.1,82,0,No Failure
M15562,M,297.7,308.9,1531,48.3,84,0,No Failure
H30117,H,297.7,308.9,1479,40.9,87,0,No Failure
L47884,L,297.7,308.9,1516,33.7,92,0,No Failure
L47885,L,297.7,309,1507,38.2,94,0,No Failure
M15566,M,297.8,309,1434,43.3,96,0,No Failure
L47887,L,297.7,308.9,1838,27.3,99,0,No Failure
M15568,M,297.6,308.8,1416,45.9,101,0,No Failure
M15569,M,297.6,308.8,1357,49.7,104,0,No Failure
M15570,M,297.5,308.7,1697,28.1,107,0,No Failure
L47891,L,297.5,308.7,1443,46.2,110,0,No Failure
L47892,L,297.5,308.7,1453,37.6,112,0,No Failure
L47893,L,297.4,308.6,1439,46.4,114,0,No Failure
L47894,L,297.4,308.6,1609,36.2,116,0,No Failure
L47895,L,297.4,308.6,1324,59.1,118,0,No Failure
H30130,H,297.4,308.6,1420,45.8,120,0,No Failure
L47897,L,297.4,308.7,1545,36.9,125,0,No Failure
L47898,L,297.5,308.8,1477,39,127,0,No Failure
L47899,L,297.4,308.8,1447,58.1,129,0,No Failure
L47900,L,297.4,308.9,1809,23.8,131,0,No Failure
L47901,L,297.5,308.9,1696,30.9,133,0,No Failure
L47902,L,297.5,308.9,1427,44.7,135,0,No Failure
M15583,M,297.4,308.9,1500,46.3,137,0,No Failure
L47904,L,297.5,308.9,1390,44.6,140,0,No Failure
L47905,L,297.4,308.8,1640,34.2,142,0,No Failure
M15586,M,297.4,308.8,1628,37.4,144,0,No Failure
H30141,H,297.3,308.6,1499,37.6,147,0,No Failure
M15588,M,297.4,308.7,1425,50.3,152,0,No Failure
L47909,L,297.3,308.6,1586,37.7,155,0,No Failure
M15590,M,297.3,308.6,1471,50.7,157,0,No Failure
M15591,M,297.3,308.6,1431,53,160,0,No Failure
L47912,L,297.2,308.6,1924,22.1,163,0,No Failure
M15593,M,297.1,308.4,1421,42,165,0,No Failure
H30148,H,297,308.4,1305,54.6,168,0,No Failure
L47915,L,296.9,308.4,1557,32.4,173,0,No Failure
L47916,L,296.9,308.3,1555,38.2,175,0,No Failure
H30151,H,296.9,308.3,1474,39.2,177,0,No Failure
L47918,L,296.8,308.3,1506,45.9,182,0,No Failure
L47919,L,296.9,308.4,1390,41.8,184,0,No Failure
M15600,M,296.9,308.4,1450,46.9,186,0,No Failure
L47921,L,296.9,308.3,1513,38.8,189,0,No Failure
L47922,L,296.8,308.2,1643,34.7,191,0,No Failure
L47923,L,296.8,308.2,1361,53.8,193,0,No Failure
L47924,L,296.7,308.1,1450,40.9,195,0,No Failure
L47925,L,296.7,308,1451,50.7,197,0,No Failure
L47926,L,296.8,308.1,1289,62,199,1,Overstrain Failure
L47927,L,296.8,308.1,1356,48.3,201,0,No Failure
H30162,H,296.7,308.1,1528,46.3,203,0,No Failure
L47929,L,296.6,308,1978,22.3,208,0,No Failure
L47930,L,296.7,308,1535,36.8,210,0,No Failure
M15611,M,296.8,308.1,1843,24.2,212,0,No Failure
L47932,L,296.9,308.1,1422,48.7,215,0,No Failure
L47933,L,296.8,308,1536,40.4,217,0,No Failure
M15614,M,296.9,308.1,1483,44.3,219,0,No Failure
H30169,H,296.8,308.1,1492,43.7,222,0,No Failure
L47936,L,296.8,308,1584,40.4,227,0,No Failure
L47937,L,296.9,308.1,1555,33.7,229,0,No Failure
L47938,L,296.8,308,1497,41.7,231,0,No Failure
M15619,M,296.7,307.8,1537,36.3,233,0,No Failure
L47940,L,296.7,307.8,1505,39.4,236,0,No Failure
L47941,L,296.7,307.8,1646,34.6,238,0,No Failure
M15622,M,296.7,307.8,1286,60.5,0,0,No Failure
L47943,L,296.7,307.8,1400,47.5,3,0,No Failure
L47944,L,296.8,307.9,1337,56.5,5,0,No Failure
L47945,L,296.9,308,1332,53.9,7,0,No Failure
L47946,L,296.8,308,1561,38.3,9,0,No Failure
L47947,L,296.9,308,1546,31.1,11,0,No Failure
L47948,L,296.9,308,1713,29.3,13,0,No Failure
L47949,L,296.9,308,1343,44.5,15,0,No Failure
L47950,L,296.8,308,1391,54.4,17,0,No Failure
H30185,H,296.8,308,1311,58.6,19,0,No Failure
H30186,H,296.8,308,1453,51,24,0,No Failure
L47953,L,296.8,308,1510,39.4,29,0,No Failure
L47954,L,296.8,307.9,1448,48.8,31,0,No Failure
L47955,L,296.7,307.8,1453,46,33,0,No Failure
L47956,L,296.7,307.8,1468,39.2,35,0,No Failure
L47957,L,296.7,307.8,1382,47.5,37,0,No Failure
L47958,L,296.7,308,1580,32.2,39,0,No Failure
L47959,L,296.8,308,1666,29.8,41,0,No Failure
M15640,M,296.9,308,1409,50.7,43,0,No Failure
L47961,L,296.8,308,1675,29.7,46,0,No Failure
L47962,L,296.8,307.9,1698,30.8,48,0,No Failure
H30197,H,296.7,307.9,1579,33.4,50,0,No Failure
L47964,L,296.7,307.9,1743,27.9,55,0,No Failure
M15645,M,296.9,308,1497,44.8,57,0,No Failure
L47966,L,296.9,308.1,1741,28.8,60,0,No Failure
L47967,L,296.9,308.1,1435,45.3,62,0,No Failure
M15648,M,296.9,308.1,1440,46.3,64,0,No Failure
M15649,M,296.9,308,1641,33.3,67,0,No Failure
L47970,L,296.8,307.9,1420,45.4,70,0,No Failure
L47971,L,296.8,307.9,1611,35.4,72,0,No Failure
L47972,L,296.8,307.8,1373,42.9,74,0,No Failure
M15653,M,296.8,307.9,1683,31.8,76,0,No Failure
H30208,H,296.9,307.9,1547,32.6,79,0,No Failure
L47975,L,296.9,307.8,1605,37,84,0,No Failure
M15656,M,296.9,307.9,2010,18.9,86,0,No Failure
L47977,L,296.8,307.7,1565,40.1,89,0,No Failure
M15658,M,296.9,307.8,1828,24.6,91,0,No Failure
M15659,M,297,307.8,1579,34.1,94,0,No Failure
M15660,M,297,307.9,1882,24.2,97,0,No Failure
L47981,L,296.9,307.8,1285,52.1,100,0,No Failure
L47982,L,296.9,307.8,1571,35,102,0,No Failure
H30217,H,296.9,307.8,1549,37.8,104,0,No Failure
M15664,M,296.9,307.8,1544,37.6,109,0,No Failure
M15665,M,297,307.9,1412,47.4,112,0,No Failure
M15666,M,297,307.9,1422,53,115,0,No Failure
L47987,L,297,307.7,1867,22.8,118,0,No Failure
L47988,L,296.9,307.7,1424,43.3,120,0,No Failure
L47989,L,296.9,307.6,1452,45.7,122,0,No Failure
L47990,L,296.9,307.7,1550,39.7,124,0,No Failure
L47991,L,296.8,307.6,1588,37.6,126,0,No Failure
L47992,L,296.8,307.6,1338,44.4,128,0,No Failure
L47993,L,296.8,307.6,1513,40,130,0,No Failure
M15674,M,296.8,307.5,1470,45.9,132,0,No Failure
M15675,M,296.8,307.5,1516,36.7,135,0,No Failure
L47996,L,296.8,307.6,1434,48.3,138,0,No Failure
L47997,L,296.8,307.6,1368,52,140,0,No Failure
L47998,L,296.8,307.6,1304,48.7,142,0,No Failure
L47999,L,296.8,307.6,1398,46.7,144,0,No Failure
L48000,L,296.7,307.6,1516,37.4,146,0,No Failure
L48001,L,296.7,307.6,1474,41.7,148,0,No Failure
M15682,M,296.7,307.6,1547,34.7,150,0,No Failure
M15683,M,296.6,307.5,1482,39.9,153,0,No Failure
L48004,L,296.6,307.4,1436,42.8,156,0,No Failure
L48005,L,296.6,307.3,1474,40,158,0,No Failure
L48006,L,296.5,307.2,1481,38.2,160,0,No Failure
L48007,L,296.5,307.3,1501,42.1,162,0,No Failure
L48008,L,296.5,307.3,1566,37.2,164,0,No Failure
L48009,L,296.5,307.3,1579,34.5,166,0,No Failure
L48010,L,296.6,307.4,1631,35,168,0,No Failure
M15691,M,296.6,307.4,1544,42.3,170,0,No Failure
L48012,L,296.6,307.4,1521,38.6,173,0,No Failure
L48013,L,296.6,307.4,1616,28,175,0,No Failure
H30248,H,296.6,307.4,1333,50.2,177,0,No Failure
M15695,M,296.7,307.4,1533,32.5,182,0,No Failure
L48016,L,296.6,307.4,1368,45.1,185,0,No Failure
L48017,L,296.6,307.4,1465,47.8,187,0,No Failure
H30252,H,296.6,307.4,1406,41.5,189,0,No Failure
M15699,M,296.5,307.4,1565,43.5,194,0,No Failure
L48020,L,296.6,307.5,1582,37.9,197,0,No Failure
L48021,L,296.6,307.5,1439,45.5,199,0,No Failure
M15702,M,296.6,307.5,1566,35,201,0,No Failure
L48023,L,296.6,307.5,1485,42.7,204,0,No Failure
L48024,L,296.5,307.5,1566,35.1,206,0,No Failure
L48025,L,296.3,307.3,1439,41.5,208,0,No Failure
M15706,M,296.4,307.4,1416,50,210,0,No Failure
L48027,L,296.4,307.4,2833,5.6,213,1,Power Failure
L48028,L,296.3,307.4,1465,47.1,215,0,No Failure
H30263,H,296.4,307.4,1586,35.5,0,0,No Failure
L48030,L,296.3,307.3,1567,31.4,5,0,No Failure
M15711,M,296.2,307.2,1389,48.6,7,0,No Failure
M15712,M,296.3,307.3,1368,49.5,10,0,No Failure
L48033,L,296.3,307.3,1444,49,13,0,No Failure
M15714,M,296.3,307.3,1498,41.6,15,0,No Failure
L48035,L,296.1,307.2,1615,30.8,18,0,No Failure
L48036,L,296.1,307.1,1898,22.7,20,0,No Failure
M15717,M,296.1,307.1,1350,53.3,22,0,No Failure
M15718,M,296.2,307,1516,37.6,25,0,No Failure
H30273,H,296.2,307,1542,40.6,28,0,No Failure
H30274,H,296.1,306.9,1541,32.6,33,0,No Failure
M15721,M,296.1,306.9,1951,23.3,38,0,No Failure
H30276,H,296.1,306.8,1645,31,41,0,No Failure
L48043,L,296,306.7,1416,44.2,46,0,No Failure
M15724,M,296,306.7,2044,22.3,48,0,No Failure
L48045,L,295.9,306.6,1414,50.2,51,0,No Failure
L48046,L,295.9,306.6,1678,26.7,53,0,No Failure
H30281,H,295.9,306.5,1594,33.2,55,0,No Failure
M15728,M,295.8,306.5,1514,37.7,60,0,No Failure
L48049,L,295.8,306.5,1358,49.2,63,0,No Failure
L48050,L,295.8,306.4,1325,56.2,65,0,No Failure
L48051,L,295.8,306.4,1339,53.2,67,0,No Failure
M15732,M,295.8,306.4,1335,51.7,69,0,No Failure
L48053,L,295.9,306.4,1892,21.7,72,0,No Failure
L48054,L,295.9,306.4,1575,28.5,74,0,No Failure
M15735,M,295.8,306.3,1444,45.5,76,0,No Failure
L48056,L,295.7,306.3,1915,22.4,79,0,No Failure
M15737,M,295.6,306.2,1584,33.6,81,0,No Failure
M15738,M,295.7,306.3,1685,34.9,84,0,No Failure
L48059,L,295.8,306.3,1337,54.6,87,0,No Failure
M15740,M,295.8,306.3,1235,76.2,89,1,Power Failure
L48061,L,295.7,306.2,1464,46.2,92,0,No Failure
M15742,M,295.7,306.2,1739,25.9,94,0,No Failure
L48063,L,295.7,306.3,1490,34.3,97,0,No Failure
L48064,L,295.8,306.4,1356,48,99,0,No Failure
L48065,L,295.7,306.2,1397,52,101,0,No Failure
L48066,L,295.7,306.2,1458,40.6,103,0,No Failure
H30301,H,295.7,306.2,2161,16.5,105,0,No Failure
M15748,M,295.6,306.1,1651,28.1,110,0,No Failure
L48069,L,295.6,306.1,1389,46.2,113,0,No Failure
L48070,L,295.6,306,1370,52.4,115,0,No Failure
L48071,L,295.7,306.1,1408,47.9,117,0,No Failure
L48072,L,295.7,306.1,1343,54.4,119,0,No Failure
M15753,M,295.7,306.2,1423,42.5,121,0,No Failure
L48074,L,295.6,306.2,1426,48.6,124,0,No Failure
M15755,M,295.6,306.2,1435,51.6,126,0,No Failure
L48076,L,295.5,306.1,1573,35.1,129,0,No Failure
L48077,L,295.6,306.2,1612,31.2,131,0,No Failure
L48078,L,295.6,306.2,1446,49.9,133,0,No Failure
H30313,H,295.6,306.2,1329,55.3,135,0,No Failure
L48080,L,295.6,306.2,1569,35.1,140,0,No Failure
H30315,H,295.6,306.1,1256,62.3,142,0,No Failure
L48082,L,295.6,306.1,1383,48.7,147,0,No Failure
L48083,L,295.7,306.2,2270,14.6,149,1,Power Failure
H30318,H,295.7,306.2,1458,49.8,151,0,No Failure
L48085,L,295.6,306.1,1474,41.2,156,0,No Failure
M15766,M,295.6,306.1,1462,49.2,158,0,No Failure
M15767,M,295.6,306.1,1669,29,161,0,No Failure
M15768,M,295.5,306.1,1822,24.3,164,0,No Failure
L48089,L,295.5,306,1456,39.2,167,0,No Failure
L48090,L,295.5,306,1546,35.9,169,0,No Failure
M15771,M,295.6,306.1,1490,42.7,171,0,No Failure
L48092,L,295.6,306,1569,40.4,174,0,No Failure
L48093,L,295.5,306,1621,29.5,176,0,No Failure
M15774,M,295.4,305.9,1518,40.6,178,0,No Failure
M15775,M,295.4,305.8,1526,38.2,181,0,No Failure
M15776,M,295.3,305.8,1589,36.2,184,0,No Failure
L48097,L,295.3,305.7,1475,51,187,0,No Failure
M15778,M,295.3,305.7,1473,38.5,189,0,No Failure
L48099,L,295.4,305.8,1407,50.7,192,0,No Failure
M15780,M,295.5,305.9,1518,44.1,194,0,No Failure
H30335,H,295.5,305.9,1593,37.2,197,0,No Failure
M15782,M,295.5,305.9,1380,52.4,202,0,No Failure
M15783,M,295.5,306,1423,45.3,205,0,No Failure
L48104,L,295.5,306,1800,27.6,208,0,No Failure
H30339,H,295.6,306.1,1623,30.9,210,0,No Failure
L48106,L,295.6,306.1,1372,55.6,215,1,Overstrain Failure
H30341,H,295.6,306,1396,52.4,0,0,No Failure
L48108,L,295.6,306,1949,21.9,5,0,No Failure
L48109,L,295.6,306,1419,51.1,7,0,No Failure
M15790,M,295.5,305.9,1453,47.3,9,0,No Failure
L48111,L,295.5,305.9,1542,36.2,12,0,No Failure
L48112,L,295.6,306,1363,50,14,0,No Failure
L48113,L,295.5,306,1597,37.2,16,0,No Failure
